Id,Name,NovaId__c,OrchestrationControlled__c,OW_assigned_to__c,OW_due_date__c,OW_due_date_offset__c,OW_location__c,OW_priority__c,OW_process_variant__c,OW_queue__c,OW_record_type_developer_name__c,OW_requires_4eye__c,OW_sequence__c,OW_stage__c,OW_status__c,OW_subject__c,OW_task_credit__c,OW_task_description__c,OW_task_description_google_doc_link__c,OW_task_type__c,OW_team__c,OW_triggered_by__c,OW_triggers__c,OW_turnaround_time__c,Role__c,Task_Record_Type__c,TriggeredByTask__c,TriggeredByTask__r.OW_task_type__c
a1JQz00000HP25JMAT,Four eye carry forward,,,Queue,,0,Flow: Advice Checklist | Task Generation,Medium,Current Wealth Management Process,OW_planners,four_eye_carry_forward_AC,No,,Suitability,Active,Four eye carry forward,,"<p><strong style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 12.5pt;"">OLD PROCESS</strong></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">The carry forward calc(s) will be saved into the suitability checklist, within the “Carry forward &amp; LTA pension analysis” section as well as under “Supporting calcs” in the Salesforce advice case.</span><span style=""background-color: transparent; font-family: Roboto, sans-serif; font-size: 10pt;""> </span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">You should review the inputs to the calc, referring to any relevant client docs (i.e. payslips, tax returns, etc) and policy docs (contribution histories) saved within the client’s Gdrive folder.</span><span style=""background-color: transparent; font-family: Roboto, sans-serif; font-size: 10pt;""> </span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">Review the outputs of the calc to ensure the figures look correct, i.e. tapering is being calculated correctly, unused allowances look correct, check the tax year dropdown is correct in the PIP calc summary.</span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">Note any comments within the “4 eye Carry forward” section of the suitability checklist.</span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">Once the 4eye is complete, complete the “4 eye Carry forward” section of the suitability checklist and complete this task.</span></p><p><br></p><p><strong style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 11pt;"">NEW PROCESS</strong></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">The carry forward calc(s) can be found in the advice checklist, which can be found in the “Details” section of the relevant advice. Notes regarding the calculations can be found in the “Carry Forward &amp; LTA Pension Analysis” section of the advice checklist.</span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">You should review the inputs to the calc, referring to any relevant client docs (i.e. payslips, tax returns, etc) and policy docs (contribution histories) saved within the client’s Gdrive folder. You should check that</span><span style=""background-color: transparent; font-family: Roboto, sans-serif; font-size: 10pt;""> the inputs match the planner inputs in the text box “Client X: CF Pension Allowance Info”.</span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">Review the outputs of the calc to ensure the figures look correct, i.e. tapering is being calculated correctly, unused allowances look correct, check the tax year dropdown is correct in the PIP calc summary.</span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">Note any comments within the “4 eye comments” textbox in the carry forward sub-section.</span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: 10.5pt;"">Once the 4eye is complete, complete the “CF 4 Eye Completed By” textbox and complete the task.</span></p><p><br></p><p><br></p>",https://docs.google.com/document/d/1Uh6nODvELDFSy97EzWtlYr3qz5TG5YqkJrJ_gpJXFWw/edit,4_EYE_CARRY_FORWARD_AC,Planners,"By checking ""Carry Forward 4 Eye Required"" checkbox",N/A,0,,,,
a1JQz00000HP25KMAT,Resolve 4 eye comments,,,Suitability planner,,0,Flow: Advice Checklist | Task Generation,High,Current Wealth Management Process,,resolve_4eye_comments_AC,,,Suitability,Active,Resolve 4 eye comments,2,<p>1.Read over the feedback in the &#39;4eyes suitability deck (other planner)&#39; section of the advice checklist.</p><p> </p><p>2.Resolve any comments made on the deck by the 4eyeing planner.</p><p> </p><p>3.Tick &#39;4eye comments resolved&#39; on the advice checklist when done and complete the task. Make sure the next task is triggered for the partner to 4eye the deck.</p>,https://docs.google.com/document/d/1ZNpWrI7tVP2JniF3Us-bDX9bIcOKjw8CJZ_lXLvTXOU/edit,RESOLVE_4_EYE_COMMENTS_AC,Planners,Confirm deck 4eye complete = TRUE,,0,,,,
a1JQz00000HP25LMAT,Prepare Fulfilment Actions,,,Suitability planner,,0,Flow: Advice Checklist | Task Generation,High,Current Wealth Management Process,,Prepare_Fulfilment_Actions_AC,,,Suitability,Active,Prepare Fulfilment Actions,,"<p><b style=""font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Task name: Prepare Fulfilment Actions</b></p><p><b style=""font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Assigned to: Suitability planner</b></p><p><b style=""font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Triggered by: Completion of the &quot;Suitability Approved (Planner)&quot; section of the suitability checklist </b></p><p><b style=""font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Due date: immediately </b></p><p><br></p><p><span style=""font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">This task is to be completed pre-meeting. </span></p><p><br></p><ul><li><span style=""font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent;"">Complete the Prepare Fulfilment sections of the suitability checklist</span></li><li><img src=""/img/rte_broken_image.png"" alt=""This image is not available because: You don’t have the privileges to see it, or it has been removed from the system""></img></li></ul><p>Copy and paste the recommendations from the Summary slide of the suitability deck into the checklist, this will form part of the advice meeting debrief later.</p><p><br></p><p>With the advice case on Salesforce, create each piece of fulfilment individually by navigating to<b> Related Items &gt; Fulfilment &gt; New</b></p><p><br></p><p>Select the most relevant record type to ensure the fulfilment has an appropriate fulfilment checklist (i.e. for a SIPP contribution, select &quot;Lump sum investment&quot; or &quot;Regular Contribution&quot; etc)</p><p><br></p><p><b>Make sure each piece of fulfilment has a clear name <u>including the client&#39;s name</u> in the following format: <i>Aviva Pension Transfer | Smith, J</i> <u>or</u> <i>ISA lump sum | Smith J</i></b></p><p><br></p><p>Link the correct source/destination financial products. Where the fulfilment relates to a new product that is not yet set up in Salesforce, you will need to do that now by selecting &quot;New Financial Product&quot; within Destination and creating a new product.</p><p><br></p><p>Complete all fields that have an <span style=""color: rgb(0, 0, 0);"">* </span></p><p><br></p><p>Complete this task</p><p><br></p><p>NOTE - Fulfilment actions should be set up <b>before </b>the advice meeting</p><p><br></p><p><i style=""color: rgb(62, 62, 60); background-color: rgb(255, 255, 255); font-size: 14px;"">Description last updated: 15/11/2021 by Saffie Cockwell</i></p>",,PREPARE_FULFILMENT_ACTIONS_AC,Planners,,,0,,,,
a1JQz00000HP25MMAT,Review changes to personal situation,,No,Partner,,0,Flow: Account | Personal Situation Changed | Partner Review,Medium,Current Wealth Management Process,,REVIEW_CHANGES_TO_PERSONAL_SITUATION,,,Annual Review,Active,Review personal situation change,,"<p>One or more of the following details have changed on the person account. Please review the changes in the history tab and follow up if necessary.</p><ul><li>Health<ul><li>In good health?</li><li>Medical conditions</li><li>Smoker status</li><li>Smoked in the last 12 months</li></ul></li><li>Legals<ul><li>Valid will in place?</li><li>Is will up to date?</li><li>Power of attorney in place?</li><li>Power of attorney types</li></ul></li><li>Windfalls<ul><li>Windfalls expected?</li><li>Recent windfalls</li></ul></li><li>Work<ul><li>Do you anticipate any changes to income?</li><li>Retirement target</li><li>Working situation<ul><li>if new employer is added to the profile, Ops will need to request their new employment benefits (workplace benefits). Please tag the DS to request or use the @opsallocation tag to ensure this is picked up.</li></ul></li></ul></li></ul><p><br></p>",,REVIEW_CHANGES_TO_PERSONAL_SITUATION,Partners,Update to select fields on the person account,N/A,0,,,,
a1JQz00000HP25NMAT,Submit withdrawal,,Yes,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,submit_withdrawal,No,,Fulfilment,Active,Submit withdrawal,,"<ol><li><span style=""font-size: 11pt; background-color: transparent;"">Make sure the task is in your name.</span></li><li><span style=""font-size: 11pt; background-color: transparent;"">Submit withdrawal to Hubwise portal</span></li><li><span style=""font-size: 11pt; background-color: transparent;"">Email client using </span><a href=""https://docs.google.com/document/d/1ziyJTukOuTcXBP-t6e_KhMI4kha4Q7OpshQuB6R7oYE/edit"" target=""_blank"" style=""font-size: 11pt; background-color: transparent;"">this template</a><span style=""font-size: 11pt; background-color: transparent;""> differentiating between &#39;from cash&#39; and &#39;from disinvestmnet&#39;</span></li></ol>",,submit_withdrawal,Operations,,,0,Tech Ops,,,
a1JQz00000HP25OMAT,Chase regular withdrawal,,Yes,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,chase_regular_withdrawal,No,,Fulfilment,Active,Chase regular withdrawal,,"<ol><li><span style=""font-size: 11pt; background-color: transparent;"">Make sure the task is in your name.</span></li></ol><p><br></p>",,chase_regular_withdrawal,Operations,,,0,Tech Ops,,,
a1JQz00000HP25PMAT,Submit regular withdrawal,,Yes,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,submit_regular_withdrawal,No,,Fulfilment,Active,Submit regular withdrawal,,"<ol><li><span style=""font-size: 11pt; background-color: transparent;"">Make sure the task is in your name.</span></li></ol><p><br></p>",,submit_regular_withdrawal,Operations,,,0,Tech Ops,,,
a1JQz00000HP25QMAT,Chase withdrawal,,Yes,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,chase_lump_sum_withdrawal,No,,Fulfilment,Active,Chase withdrawal,,"<p><span style=""font-size: 11pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent;"">For all withdrawals, check Hubwise to see if the withdrawal has taken place.</span></p><p><span style=""font-size: 11pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent;""> </span></p><p><span style=""font-size: 11pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent;"">If no: </span></p><ul><li><span style=""font-size: 11pt; background-color: transparent;"">Push the task forward a couple of days and check regularly.</span></li><li><span style=""font-size: 11pt; background-color: transparent;"">If the withdrawal hasn&#39;t taken place after a reasonable amount of time (i.e. 2 working days if coming from cash, 5 working days if holdings need to be sold to fund the withdrawal)</span></li><li><span style=""font-size: 11pt; background-color: transparent;"">Raise a freshdesk ticket to query with Hubwise and record the ticket number in the fulfilment chatter. </span></li><li><span style=""font-size: 11pt; background-color: transparent;"">While waiting for Hubwise to respond, continue to move this task forward appropriately.</span></li></ul><p><span style=""font-size: 11pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent;""> </span></p><p><span style=""font-size: 11pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent;"">If yes:</span></p><ul><li><span style=""font-size: 11pt; background-color: transparent;"">Update IO by adding the withdrawal to the withdrawals tab on the main plan (a top-up is not required). For pension withdrawals, ensure the withdrawal is for the gross amount paid out to the client (whether lump sum or regular). Guide</span><a href=""https://docs.google.com/document/d/1fXobIg5_WdDJuJiah-YZRe83RqoCkY7kP6k5PhqNtkY/edit#"" target=""_blank"" style=""font-size: 11pt; background-color: transparent; color: rgb(0, 0, 0);""> <u>here</u></a></li><li><span style=""font-size: 11pt; background-color: transparent;"">For regular withdrawals, ensure the correct start date on IO as this is the day of the month that IO will auto-assume a withdrawal has taken place</span></li><li><strong>If withdrawal is from cash: </strong>no need to email client.</li><li><strong>If withdrawal is from disinvestment:</strong> (check initial email sent as this will differentiate) then email using the chaser section of <a href=""https://docs.google.com/document/d/1ziyJTukOuTcXBP-t6e_KhMI4kha4Q7OpshQuB6R7oYE/edit"" target=""_blank"">this template</a></li><li>Continue to chase clients weekly using <a href=""https://docs.google.com/document/d/1dKhDjTSykSWa80-twtw6aKkJAQ5BcE0-TAJFkidWRw8/edit"" target=""_blank"">this template</a> until we receive confirmation</li><li><span style=""font-size: 11pt; background-color: transparent;"">Once client confirms, update the checklist</span></li><li><span style=""font-size: 11pt; background-color: transparent;"">Complete this task.</span></li></ul><p><br></p><p><strong style=""font-size: 11pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent;"">Note:</strong></p><p><span style=""font-size: 10pt; font-family: Roboto, sans-serif; color: rgb(68, 68, 68); background-color: transparent;"">Where a client makes a withdrawal that empties their account or transfers away, make sure:</span></p><ol><li><span style=""font-size: 10pt; background-color: transparent;"">If the account is not being closed, that a manual valuation of £0 is added to IO (IO automatic valuations don&#39;t pull through for empty accounts, so portal values will be wrong)</span></li><li><span style=""font-size: 10pt; background-color: transparent;"">If the account is being closed, that the £0 manual valuation is added and then account is moved to out of force.</span></li></ol>",https://docs.google.com/document/d/1wuwXxq7QxwI1Z4VFdR8QAgAp-I33a-FFELvCZkuP1e8/edit,chase_lump_sum_withdrawal,Operations,,,0,Tech Ops,,,
a1JQz00000HP25RMAT,Chase expression of wish form,,,Dedicated specialist/household team,,14,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,chase_eow_forms,No,,Fulfilment,Active,Chase expression of wish forms,2,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,chase_eow_forms,Operations,a1J3M000000fJkmUAE,,7,Tech Ops,,a1JQz00000HP24rMAD,send_eow_forms
a1JQz00000HP25SMAT,Set up junior policy holder to become client,,No,Partner,,0,Flow: Account | Convert child to own household,High,Junior Policy Holder Turning 18,,JUNIOR_POLICY_HOLDER_OPPORTUNITY,No,,Discovery,Active,Set up junior policy holder to become client,,"<p>This task relates to a fast track opportunity for a junior policy holder that has turned 18 and therefore needs to become a client in their own right. In this task description, the client is the junior policy holder, the child of another customer who has turned 18.</p><p><br></p><p>Please:</p><ul><li>Review the household</li><li>Get the client&#39;s email address and mobile number and add these in Salesforce</li><li>Use the Manage Scope button to push this opportunity along to the Await Terms stage</li><li>Send TOB to the client</li><li>Send the portal invite</li><li>Send a separate email to the client making it clear to them what they need to do (<a href=""https://docs.google.com/document/d/13920wV9xRPofi2FMs9R34ifToDo1uXKX1miEVC9AS9U/edit"" target=""_blank"">email template here</a>)<ul><li>While the full profile is not likely to be needed, we definitely need the following:<ul><li>personal details for AML, including national insurance number</li><li>bank account</li><li>confirmation of US connections</li></ul></li><li>They should be instructed not to add their Nova products as we already have the details of those</li></ul></li></ul><p>Once TOB are signed by the client, this opportunity will be won and the advice and AML processes will be kicked off.</p>",https://docs.google.com/document/d/16BsCqG9cgUUndcaXf9BGeE7VNcrze-Yc8BUiadnL_Co/edit,JUNIOR_POLICY_HOLDER_OPPORTUNITY,Partners,Creation of the fast track opportunity for the child who is turning 18,N/A,0,,,,
a1JQz00000HP25TMAT,Mortgage - Start mortgage application process,,Yes,Opportunity owner,,0,,Medium,Manage opportunity,,mortgage_start_application_process,,,Gather information,Active,Start mortgage application process,,,,mortgage_start_application_process,Mortgages,,,0,,,,
a1JQz00000HP25UMAT,Mortgage - Consumer Duty Fair Assessment,,Yes,Opportunity owner,,0,,Medium,Manage opportunity,,mortgage_consumer_duty_fair_assessment,,,Gather information,Active,Consumer Duty Fair Assessment,,<p>Make sure consumer duty section in application has been completed before closing task.</p>,,mortgage_consumer_duty_fair_assessment,Mortgages,,,0,,,,
a1JQz00000HP25VMAT,Mortgage - Send Illustration To Client,,Yes,Opportunity owner,,0,,Medium,Manage opportunity,,mortgage_send_illustration,,,Gather information,Active,Send Illustration To Client,,,,mortgage_send_illustration,Mortgages,,,0,,,,
a1JQz00000HP25WMAT,Mortgage - Start mortgage opportunity process,,Yes,Opportunity owner,,0,,Medium,Manage opportunity,,mortgage_start_process,,,Gather information,Active,Start mortgage opportunity process,,,,mortgage_start_process,Mortgages,,N/A,0,,,,
a1JQz00000HP25XMAT,Mortgage - submit DIP,,Yes,Queue,,0,Flow OW_mortgage_application_after_save_flow_created_or_edited,Medium,Manage application,OW_mortgage_support_specialists,mortgage_submit_dip,,300,Applying for DIP,Active,Submit DIP,,,,mortgage_submit_dip,Mortgages,A mortgage application moving to applying for DIP,N/A,0,,,,
a1JQz00000HP25YMAT,Mortgage - update Salesforce,,Yes,Queue,,0,,Medium,Manage application,OW_mortgage_support_specialists,mortgage_update_salesforce,,,Mortgage complete,Active,Update Salesforce,,,,mortgage_update_salesforce,Mortgages,,N/A,0,,,,
a1JQz00000HP25ZMAT,Mortgage - update IO,,Yes,Queue,,0,,Medium,Manage application,OW_mortgage_support_specialists,mortgage_update_io,,,Mortgage complete,Active,Update IO,,,,mortgage_update_io,Mortgages,,N/A,0,,,,
a1JQz00000HP25aMAD,Mortgage - review rates and defer,,No,Opportunity owner,,15,,Medium,Manage application,,mortgage_review_rates_defer,,,Applying for mortgage,Active,Review rates and defer,,,,mortgage_review_rates_defer,Mortgages,,,0,,,,
a1JQz00000HP25bMAD,Mortgage - email client to confirm application has been submitted,,Yes,Queue,,0,,Medium,Manage application,OW_mortgage_support_specialists,mortgage_email_client_check_submitted,,,Applying for mortgage,Active,Email client to check application has been submitted,,,,mortgage_email_client_check_submitted,Mortgages,,,0,,,,
a1JQz00000HP25cMAD,Mortgage - Send PreciseFP FF,,Yes,Opportunity owner,,0,TBC,Medium,Manage opportunity,,mortgage_send_precisefp_ff,,80,Gather information,Active,Send PreciseFP FF,,,,mortgage_send_precisefp_ff,Mortgages,TBC,N/A,0,,,,
a1JQz00000HP25dMAD,Mortgage - Request information/documents,,Yes,Queue,,0,,Medium,Manage application,OW_mortgage_support_specialists,mortgage_request_info_docs,,,Mortgage complete,Active,Request information/documents,,,,mortgage_request_info_docs,Mortgages,,N/A,0,,,,
a1JQz00000HP25eMAD,Mortgage - Check In With Client,,,Opportunity owner,,0,,Medium,Manage opportunity,,mortgage_closed_checkin,,,Mortgage complete,Active,Check in with client - application not proceeding,,,,mortgage_closed_checkin,Mortgages,,N/A,0,,,,
a1JQz00000HP25fMAD,Submit change of Expression of Wishes,,Yes,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,submit_new_eow,,,Fulfilment,Active,Submit change of Expression of Wishes,4,,,submit_new_eow,Operations,,,0,Admin,,,
a1JQz00000HP25gMAD,Chase change of Expression of Wishes,,No,Dedicated specialist/household team,,14,,High,Current Wealth Management Process,,chase_new_eow,,,Fulfilment,Active,Chase change of Expression of Wishes,2,,,chase_eow,Operations,,,7,Admin,,a1JQz00000HP25fMAD,submit_new_eow
a1JQz00000HP25hMAD,Submit non standard action,,Yes,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,submit_non_standard_action,,,Fulfilment,Active,Submit non standard action,8,,,submit_non_standard_action,Operations,,,0,Admin,,,
a1JQz00000HP25iMAD,Chase non standard action,,Yes,Dedicated specialist/household team,,14,,High,Current Wealth Management Process,,chase_non_standard_action,,,Fulfilment,Active,Chase non standard action,2,,,chase_non_standard_action,Operations,,,7,Admin,,,
a1JQz00000HP25jMAD,Inform client of non standard action,,Yes,Dedicated specialist/household team,,0,,High,Current Wealth Management Process,,inform_client_non_standard_action,,,Fulfilment,Active,Inform client of non standard action,2,,,inform_client_non_standard_action,Operations,,,0,Admin,,,
a1JQz00000HP25kMAD,Chase client action,,Yes,Dedicated specialist/household team,,14,,High,Current Wealth Management Process,,chase_client_action,,,Fulfilment,Active,Chase client action,2,,,chase_client_action,Operations,,,7,Admin,,a1JQz00000HP25jMAD,inform_client_non_standard_action
a1JQz00000HP25lMAD,Chase provider,,,Dedicated specialist/household team,,14,,Medium,Current Wealth Management Process,,chase_provider,,,Fulfilment,Active,Chase provider,,,,chase_provider,Operations,,,7,Tech Ops,,,
a1JQz00000HP25mMAD,Create non personalised disco deck,,Yes,Partner,,0,"Flow - opportunity | disco deck added, and Account | disco profile up to date",High,New customer,,create_np_disco_deck,No,,Discovery,Active,Create non personalised disco deck,,"<p>This task has generated because the discovery profile is complete, and a discovery meeting has been booked in.</p><p><br></p><p>Go to the button on the opportunity called &#39;Manage disco deck&#39; and generate a non personalised deck.</p><p>Please review this deck to ensure everything is as you intend.</p><p>Set the &#39;Discovery deck status&#39; to &#39;Complete&#39;, and the &#39;Discovery planner&#39; as you.</p><p>This will complete this task automatically.</p>",,create_np_disco_deck,Partners,,,0,,,,
a1JQz00000HP25nMAD,Create personalised disco deck,,Yes,Household team,,0,"Flow - opportunity | disco deck added, and Account | disco profile up to date",High,New customer,,create_p_disco_deck,No,,Discovery,Active,Create personalised disco deck,10,"<p>This task has generated because the discovery profile is complete, and a discovery meeting has been booked in.</p><p><br></p><p>Create the deck.</p><p><br></p><p>Set the &#39;Discovery deck status&#39; to &#39;Partner review&#39;, and the &#39;Discovery planner&#39; as you.</p><p>This will complete this task automatically.</p>",,create_p_disco_deck,Operations,,,7,Tech Ops,,,
a1JQz00000HP25oMAD,Chase Discovery Profile Update,,Yes,Partner,,1,"Process: Account updated - Global
Node: Discovery Profile Sent to Client. Completed by profile status being marked as 'up to date'",High,New customer,,chase_Discovery_Profile_Update,,18000,Discovery,Active,Chase Discovery Profile Update,,"<p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-size: 11pt;"">The purpose of this task is to send a reminder to the client to complete their fact-find.</span></p><p><br></p><p><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">N.B: Once you chased, press the push (action taken) button and choose a new due date.</span></p><p><br></p><ul><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Check status on Profile Updates Tab to ensure chaser task is relevant</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Double check to ensure no profile validations are outstanding by checking profile updates or even if there is a task for the planners to validate. If there are validations outstanding ask a planner to validate these before sending a chaser email as we don’t want to request information the client has already provided</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">If not first attempt, can copy, paste &amp; update the previous chaser emails (check SF &amp; Helpscout)</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">If the first attempt &amp; follow on advice, check narrative on advice to see what specifically to chase (i.e. protection info, cash update)</span><ul><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">If the client has never activated their questionnaire, then check their profile on salesforce to see if they have activated their account. If not send them another link.</span></li></ul></li></ul><p><br></p><ul><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Discovery meeting chaser templates </span><a href=""https://docs.google.com/spreadsheets/d/1e-qOIuPcxKwRc-z0v9GeNAeogX9aRaJwDEFUujceXdI/edit#gid=0"" target=""_blank"" style=""font-size: 10.5pt; color: rgb(28, 7, 224);"">here</a>. If the partners have previously been in touch about a meeting, use the &#39;First chase&#39; templates</li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Draft the email and leave a tag on it for someone to review and send.</span></li></ul><p><br></p><p><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">There are 3 places to look on salesforce for the information we need:</span></p><ol><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">The client &amp; their partner’s </span><strong style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">individual profiles</strong><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);""> for:</span><ol><li>Date of birth</li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Marriage status</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Retirement target</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Spending &amp; saving </span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Discovery Level of Risk</span></li></ol></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Household &gt;&gt; </span><strong style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Profile</strong><ol><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Person accounts (a summary of all of the above)</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Employment (earnings for both client &amp; partner)</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Financial accounts (need a current / savings account)</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Assets (expect to see one property &amp; require value. If a rental property then need income)</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Liabilities (expect to see a mortgage. If not, check age as might be older and paid one off)</span></li></ol></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Household &gt;&gt; </span><strong style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Details</strong><ol><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Check the field ‘Planning to have more children’</span></li></ol></li></ol><ul><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">When planners have the task to validate anything new a client adds to their profile, they can’t complete the task until they change the status in Profile Updates to either ‘Up to date’ or ‘Update required’.</span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">Check to see if the clients have any children. If yes, go into the child’s person account and look for their Date of birth and also the cost of childcare &amp; education. </span></li><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">If they have given no financial products ask in the email:</span><ul><li><span style=""background-color: transparent; font-size: 10.5pt; color: rgb(0, 0, 0);"">&quot;Please can you provide details of your investments and savings? (e.g. pensions, cash accounts, ISAs, protection policies or other investments)</span></li></ul></li></ul><p><br></p><p><strong style=""font-size: 10.5pt; color: rgb(0, 0, 0);"">If the discovery FF looks majority complete, flag with a planner for the next steps (I.e. some missing info may not be required for the specific piece of advice)</strong></p><p><span style=""color: rgb(0, 0, 0);""> </span></p><p><span style=""font-size: 10.5pt; color: rgb(0, 0, 0);"">If we have everything we need, mark the profile status as &#39;Up-to-date&#39;. You can do this by going to the household, clicking &#39;profile updates&#39;, and changing the field there. This action will complete the task automatically.</span></p><p><br></p><p><span style=""font-size: 10.5pt; color: rgb(0, 0, 0);"">If there&#39;s discovery meeting booked in already, this will create a task for the discovery deck to be created.</span></p><p><span style=""color: rgb(0, 0, 0);""> </span></p>",,chase_discovery_profile_update,Partners,Profile being at discovery and status to 'sent to client',,1,,,,
a1JQz00000HP25pMAD,Set up child prospect to become disco client,,No,Partner,,0,Flow: Account | Convert child to own household,High,New customer,,CHILD_OF_CLIENT_TO_DISCO,No,,Discovery,Active,Arrange disco for child of client,,"<p>This task relates to the child of a client that you have moved into their own household. They will be getting a full disco. Please review the household and start processing the opportunity, at which time you can complete this task when things are on track as normal. </p>",,CHILD_OF_CLIENT_TO_DISCO,Partners,Creation of the disco opportunity for the child,N/A,0,,,,
